provider_id,provider_name,provider_type,state,locality,hcpcs_code,service_description,service_category,contract_allowed_amount,contract_paid_amount,billed_amount,utilization_count,effective_date,contract_type,payer_product,medicare_benchmark_amount,benchmark_source,service_month,contract_total_paid,medicare_total_benchmark
PRV017,Provider Network 17,Ambulatory Surgery,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,20.24,18.77,28.3,51,2025-09-01,Case Rate,Medicare Advantage,13.94,simulated_cms_style_fee_schedule,2025-09-01,957.27,710.9399999999999
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,J3490,Unclassified drug,Pharmacy,96.21,92.11,207.33,17,2025-09-01,Fee Schedule,Exchange,112.06,simulated_cms_style_fee_schedule,2025-09-01,1565.87,1905.02
PRV001,Provider Network 01,Physician Group,FL,FL Locality,99214,Office/outpatient established visit high complexity,Professional,133.27,129.88,169.9,88,2025-07-01,Negotiated Commercial,Exchange,140.21,simulated_cms_style_fee_schedule,2025-07-01,11429.439999999999,12338.480000000001
PRV023,Provider Network 23,Physician Group,MD,MD Locality,J3490,Unclassified drug,Pharmacy,131.94,126.24,243.73,21,2025-08-01,Percent of Medicare,Medicare Advantage,112.06,simulated_cms_style_fee_schedule,2025-08-01,2651.04,2353.26
PRV056,Provider Network 56,Physician Group,NY,NY Locality,93000,Electrocardiogram complete,Diagnostic,20.02,16.47,22.44,23,2025-12-01,Percent of Medicare,Commercial PPO,21.24,simulated_cms_style_fee_schedule,2025-12-01,378.80999999999995,488.52
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,71046,Chest x-ray two views,Imaging,43.33,39.05,58.91,19,2025-08-01,Negotiated Commercial,Exchange,35.17,simulated_cms_style_fee_schedule,2025-08-01,741.9499999999999,668.23
PRV054,Provider Network 54,Ambulatory Surgery,PA,PA Locality,70551,MRI brain without contrast,Imaging,291.98,265.51,518.73,17,2025-03-01,Fee Schedule,Medicare Advantage,227.36,simulated_cms_style_fee_schedule,2025-03-01,4513.67,3865.1200000000003
PRV007,Provider Network 07,Physician Group,FL,FL Locality,99214,Office/outpatient established visit high complexity,Professional,159.81,141.4,318.41,98,2024-10-01,Percent of Medicare,Exchange,128.66,simulated_cms_style_fee_schedule,2024-10-01,13857.2,12608.68
PRV006,Provider Network 06,Lab,VA,VA Locality,99214,Office/outpatient established visit high complexity,Professional,197.26,195.92,362.09,84,2024-09-01,Negotiated Commercial,Commercial HMO,140.21,simulated_cms_style_fee_schedule,2024-09-01,16457.28,11777.640000000001
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,23.81,21.73,36.06,47,2025-08-01,Case Rate,Medicare Advantage,14.98,simulated_cms_style_fee_schedule,2025-08-01,1021.3100000000001,704.0600000000001
PRV007,Provider Network 07,Physician Group,FL,FL Locality,99213,Office/outpatient established visit,Professional,125.21,111.39,158.67,96,2024-08-01,Fee Schedule,Commercial PPO,98.92,simulated_cms_style_fee_schedule,2024-08-01,10693.44,9496.32
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,45378,Diagnostic colonoscopy,Outpatient,561.35,533.31,1051.82,17,2025-04-01,Fee Schedule,Commercial HMO,396.82,simulated_cms_style_fee_schedule,2025-04-01,9066.269999999999,6745.94
PRV025,Provider Network 25,Imaging Center,NY,NY Locality,70551,MRI brain without contrast,Imaging,237.77,206.24,359.35,19,2025-01-01,Negotiated Commercial,Exchange,225.37,simulated_cms_style_fee_schedule,2025-01-01,3918.5600000000004,4282.03
PRV056,Provider Network 56,Physician Group,NY,NY Locality,J3490,Unclassified drug,Pharmacy,109.25,97.35,209.54,20,2024-10-01,Negotiated Commercial,Commercial PPO,117.66,simulated_cms_style_fee_schedule,2024-10-01,1947.0,2353.2
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,J3490,Unclassified drug,Pharmacy,124.04,117.29,228.51,26,2024-11-01,Percent of Medicare,Commercial HMO,120.81,simulated_cms_style_fee_schedule,2024-11-01,3049.54,3141.06
PRV006,Provider Network 06,Lab,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,13.57,12.09,22.9,40,2024-02-01,Negotiated Commercial,Commercial HMO,13.79,simulated_cms_style_fee_schedule,2024-02-01,483.6,551.5999999999999
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,J3490,Unclassified drug,Pharmacy,159.35,158.99,215.66,22,2025-06-01,Negotiated Commercial,Medicare Advantage,115.62,simulated_cms_style_fee_schedule,2025-06-01,3497.78,2543.6400000000003
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,99213,Office/outpatient established visit,Professional,117.77,112.35,161.17,96,2024-02-01,Case Rate,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2024-02-01,10785.599999999999,9496.32
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,71046,Chest x-ray two views,Imaging,30.85,28.79,52.66,13,2024-02-01,Percent of Medicare,Exchange,33.04,simulated_cms_style_fee_schedule,2024-02-01,374.27,429.52
PRV055,Provider Network 55,Ambulatory Surgery,NY,NY Locality,27447,Total knee arthroplasty,Surgery,1307.55,1230.32,2087.66,21,2024-07-01,Case Rate,Exchange,1315.06,simulated_cms_style_fee_schedule,2024-07-01,25836.719999999998,27616.26
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,32.26,28.18,65.49,23,2025-01-01,Negotiated Commercial,Commercial HMO,34.99,simulated_cms_style_fee_schedule,2025-01-01,648.14,804.7700000000001
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,45378,Diagnostic colonoscopy,Outpatient,384.98,357.3,659.28,15,2024-08-01,Negotiated Commercial,Exchange,393.64,simulated_cms_style_fee_schedule,2024-08-01,5359.5,5904.599999999999
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,124.15,109.29,210.0,18,2025-10-01,Percent of Medicare,Commercial HMO,120.81,simulated_cms_style_fee_schedule,2025-10-01,1967.22,2174.58
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,71046,Chest x-ray two views,Imaging,31.79,31.12,61.93,23,2025-11-01,Fee Schedule,Medicare Advantage,33.04,simulated_cms_style_fee_schedule,2025-11-01,715.76,759.92
PRV035,Provider Network 35,Lab,FL,FL Locality,93000,Electrocardiogram complete,Diagnostic,24.28,24.28,34.03,25,2024-10-01,Percent of Medicare,Medicare Advantage,23.68,simulated_cms_style_fee_schedule,2024-10-01,607.0,592.0
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,70551,MRI brain without contrast,Imaging,243.65,214.39,412.24,16,2025-12-01,Percent of Medicare,Exchange,246.58,simulated_cms_style_fee_schedule,2025-12-01,3430.24,3945.28
PRV038,Provider Network 38,Lab,NC,NC Locality,J3490,Unclassified drug,Pharmacy,85.74,77.99,115.61,15,2024-03-01,Negotiated Commercial,Medicare Advantage,101.59,simulated_cms_style_fee_schedule,2024-03-01,1169.85,1523.8500000000001
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,A0429,Ambulance basic life support,Emergency,263.01,246.51,469.85,19,2024-04-01,Negotiated Commercial,Commercial PPO,334.01,simulated_cms_style_fee_schedule,2024-04-01,4683.69,6346.19
PRV037,Provider Network 37,Lab,VA,VA Locality,J3490,Unclassified drug,Pharmacy,84.73,82.86,165.91,21,2024-09-01,Percent of Medicare,Commercial PPO,121.25,simulated_cms_style_fee_schedule,2024-09-01,1740.06,2546.25
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,25.73,25.73,41.45,22,2025-11-01,Percent of Medicare,Medicare Advantage,23.86,simulated_cms_style_fee_schedule,2025-11-01,566.0600000000001,524.92
PRV045,Provider Network 45,Physician Group,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,25.81,23.99,29.45,19,2025-01-01,Fee Schedule,Exchange,23.12,simulated_cms_style_fee_schedule,2025-01-01,455.80999999999995,439.28000000000003
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,70551,MRI brain without contrast,Imaging,249.53,246.73,453.25,19,2025-05-01,Negotiated Commercial,Commercial HMO,246.58,simulated_cms_style_fee_schedule,2025-05-01,4687.87,4685.02
PRV050,Provider Network 50,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,38.18,35.7,74.11,17,2025-04-01,Percent of Medicare,Exchange,32.83,simulated_cms_style_fee_schedule,2025-04-01,606.9000000000001,558.11
PRV033,Provider Network 33,Physician Group,FL,FL Locality,27447,Total knee arthroplasty,Surgery,1408.32,1287.62,1940.44,19,2024-12-01,Percent of Medicare,Commercial HMO,1238.61,simulated_cms_style_fee_schedule,2024-12-01,24464.78,23533.589999999997
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,A0429,Ambulance basic life support,Emergency,361.38,314.04,504.74,14,2025-11-01,Percent of Medicare,Exchange,294.16,simulated_cms_style_fee_schedule,2025-11-01,4396.56,4118.240000000001
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,70551,MRI brain without contrast,Imaging,291.68,263.26,527.58,15,2025-11-01,Negotiated Commercial,Commercial HMO,225.37,simulated_cms_style_fee_schedule,2025-11-01,3948.8999999999996,3380.55
PRV059,Provider Network 59,Imaging Center,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,14.54,13.52,19.38,48,2024-11-01,Case Rate,Medicare Advantage,13.24,simulated_cms_style_fee_schedule,2024-11-01,648.96,635.52
PRV052,Provider Network 52,Physician Group,NC,NC Locality,J3490,Unclassified drug,Pharmacy,87.04,79.43,111.86,24,2025-06-01,Negotiated Commercial,Exchange,101.59,simulated_cms_style_fee_schedule,2025-06-01,1906.3200000000002,2438.16
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,71046,Chest x-ray two views,Imaging,40.64,40.64,54.42,25,2025-03-01,Fee Schedule,Commercial HMO,35.45,simulated_cms_style_fee_schedule,2025-03-01,1016.0,886.2500000000001
PRV028,Provider Network 28,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1521.35,1431.99,2209.13,22,2025-03-01,Fee Schedule,Commercial PPO,1238.61,simulated_cms_style_fee_schedule,2025-03-01,31503.78,27249.42
PRV048,Provider Network 48,Lab,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,138.1,127.06,241.8,106,2024-03-01,Case Rate,Commercial PPO,131.82,simulated_cms_style_fee_schedule,2024-03-01,13468.36,13972.92
PRV024,Provider Network 24,Lab,NC,NC Locality,70551,MRI brain without contrast,Imaging,242.58,210.79,389.06,26,2024-06-01,Percent of Medicare,Commercial HMO,275.26,simulated_cms_style_fee_schedule,2024-06-01,5480.54,7156.76
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,71046,Chest x-ray two views,Imaging,34.93,31.94,62.99,29,2025-12-01,Percent of Medicare,Exchange,33.04,simulated_cms_style_fee_schedule,2025-12-01,926.26,958.16
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,121.54,110.25,207.55,68,2024-06-01,Fee Schedule,Commercial PPO,128.66,simulated_cms_style_fee_schedule,2024-06-01,7497.0,8748.88
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,22.26,20.62,42.35,20,2025-04-01,Case Rate,Commercial PPO,23.12,simulated_cms_style_fee_schedule,2025-04-01,412.40000000000003,462.40000000000003
PRV016,Provider Network 16,Imaging Center,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,471.03,471.03,860.5,14,2025-10-01,Percent of Medicare,Commercial PPO,369.24,simulated_cms_style_fee_schedule,2025-10-01,6594.42,5169.360000000001
PRV004,Provider Network 04,Ambulatory Surgery,FL,FL Locality,99214,Office/outpatient established visit high complexity,Professional,199.99,191.37,257.48,96,2025-03-01,Negotiated Commercial,Exchange,141.29,simulated_cms_style_fee_schedule,2025-03-01,18371.52,13563.84
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,99214,Office/outpatient established visit high complexity,Professional,132.22,124.76,195.42,94,2024-06-01,Negotiated Commercial,Commercial PPO,128.66,simulated_cms_style_fee_schedule,2024-06-01,11727.44,12094.039999999999
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,99213,Office/outpatient established visit,Professional,88.02,80.94,165.84,104,2025-09-01,Percent of Medicare,Commercial HMO,98.92,simulated_cms_style_fee_schedule,2025-09-01,8417.76,10287.68
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,99213,Office/outpatient established visit,Professional,60.42,55.32,100.66,112,2024-01-01,Case Rate,Medicare Advantage,84.35,simulated_cms_style_fee_schedule,2024-01-01,6195.84,9447.199999999999
PRV010,Provider Network 10,Physician Group,PA,PA Locality,71046,Chest x-ray two views,Imaging,36.81,34.7,52.75,24,2025-06-01,Percent of Medicare,Commercial PPO,35.45,simulated_cms_style_fee_schedule,2025-06-01,832.8000000000001,850.8000000000001
PRV026,Provider Network 26,Imaging Center,NC,NC Locality,71046,Chest x-ray two views,Imaging,41.72,39.8,61.37,22,2024-07-01,Case Rate,Commercial PPO,35.17,simulated_cms_style_fee_schedule,2024-07-01,875.5999999999999,773.74
PRV037,Provider Network 37,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,938.14,896.66,1671.42,8,2025-04-01,Case Rate,Commercial PPO,1165.98,simulated_cms_style_fee_schedule,2025-04-01,7173.28,9327.84
PRV014,Provider Network 14,Imaging Center,MD,MD Locality,70551,MRI brain without contrast,Imaging,205.67,198.47,302.78,15,2024-12-01,Case Rate,Commercial PPO,246.58,simulated_cms_style_fee_schedule,2024-12-01,2977.05,3698.7000000000003
PRV021,Provider Network 21,Ambulatory Surgery,FL,FL Locality,70551,MRI brain without contrast,Imaging,238.05,230.02,439.84,18,2025-02-01,Negotiated Commercial,Exchange,225.37,simulated_cms_style_fee_schedule,2025-02-01,4140.360000000001,4056.66
PRV023,Provider Network 23,Physician Group,MD,MD Locality,A0429,Ambulance basic life support,Emergency,437.54,383.47,661.38,27,2024-10-01,Case Rate,Commercial HMO,334.01,simulated_cms_style_fee_schedule,2024-10-01,10353.69,9018.27
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,32.88,30.94,63.61,23,2025-01-01,Case Rate,Medicare Advantage,23.86,simulated_cms_style_fee_schedule,2025-01-01,711.62,548.78
PRV022,Provider Network 22,Hospital Outpatient,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,366.97,358.6,680.39,21,2025-11-01,Negotiated Commercial,Commercial PPO,369.24,simulated_cms_style_fee_schedule,2025-11-01,7530.6,7754.04
PRV045,Provider Network 45,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,89.3,81.21,126.7,80,2025-08-01,Fee Schedule,Medicare Advantage,77.64,simulated_cms_style_fee_schedule,2025-08-01,6496.799999999999,6211.2
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,141.71,127.11,248.56,15,2024-11-01,Negotiated Commercial,Medicare Advantage,117.66,simulated_cms_style_fee_schedule,2024-11-01,1906.65,1764.8999999999999
PRV027,Provider Network 27,Ambulatory Surgery,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,12.44,10.68,15.13,50,2025-11-01,Percent of Medicare,Commercial PPO,13.24,simulated_cms_style_fee_schedule,2025-11-01,534.0,662.0
PRV023,Provider Network 23,Physician Group,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,15.58,13.91,24.5,50,2025-10-01,Negotiated Commercial,Medicare Advantage,13.79,simulated_cms_style_fee_schedule,2025-10-01,695.5,689.5
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,129.48,119.28,201.05,80,2025-04-01,Negotiated Commercial,Commercial PPO,131.82,simulated_cms_style_fee_schedule,2025-04-01,9542.4,10545.599999999999
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,297.39,289.93,336.36,16,2025-03-01,Fee Schedule,Medicare Advantage,275.26,simulated_cms_style_fee_schedule,2025-03-01,4638.88,4404.16
PRV015,Provider Network 15,Imaging Center,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,14.21,12.39,15.82,33,2024-01-01,Percent of Medicare,Exchange,13.83,simulated_cms_style_fee_schedule,2024-01-01,408.87,456.39
PRV018,Provider Network 18,Physician Group,VA,VA Locality,A0429,Ambulance basic life support,Emergency,380.15,371.22,704.37,18,2025-01-01,Fee Schedule,Exchange,288.53,simulated_cms_style_fee_schedule,2025-01-01,6681.960000000001,5193.539999999999
PRV048,Provider Network 48,Lab,NY,NY Locality,99214,Office/outpatient established visit high complexity,Professional,161.68,150.91,249.52,92,2024-06-01,Percent of Medicare,Commercial HMO,141.29,simulated_cms_style_fee_schedule,2024-06-01,13883.72,12998.679999999998
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,71046,Chest x-ray two views,Imaging,30.48,26.52,48.48,21,2024-04-01,Negotiated Commercial,Exchange,33.04,simulated_cms_style_fee_schedule,2024-04-01,556.92,693.84
PRV041,Provider Network 41,Physician Group,NC,NC Locality,A0429,Ambulance basic life support,Emergency,390.45,373.17,577.12,22,2025-09-01,Case Rate,Commercial HMO,298.33,simulated_cms_style_fee_schedule,2025-09-01,8209.74,6563.259999999999
PRV055,Provider Network 55,Ambulatory Surgery,NY,NY Locality,J3490,Unclassified drug,Pharmacy,127.25,121.71,237.55,23,2024-07-01,Negotiated Commercial,Medicare Advantage,121.25,simulated_cms_style_fee_schedule,2024-07-01,2799.33,2788.75
PRV052,Provider Network 52,Physician Group,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,312.07,293.06,366.93,18,2025-03-01,Percent of Medicare,Commercial HMO,396.82,simulated_cms_style_fee_schedule,2025-03-01,5275.08,7142.76
PRV029,Provider Network 29,Ambulatory Surgery,NC,NC Locality,70551,MRI brain without contrast,Imaging,177.03,167.59,311.87,17,2025-09-01,Fee Schedule,Exchange,227.36,simulated_cms_style_fee_schedule,2025-09-01,2849.03,3865.1200000000003
PRV047,Provider Network 47,Ambulatory Surgery,NC,NC Locality,J3490,Unclassified drug,Pharmacy,92.98,89.21,190.12,20,2025-03-01,Negotiated Commercial,Commercial PPO,101.59,simulated_cms_style_fee_schedule,2025-03-01,1784.1999999999998,2031.8000000000002
PRV020,Provider Network 20,Ambulatory Surgery,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,25.57,23.96,34.5,19,2025-07-01,Percent of Medicare,Commercial HMO,25.07,simulated_cms_style_fee_schedule,2025-07-01,455.24,476.33
PRV028,Provider Network 28,Lab,VA,VA Locality,J3490,Unclassified drug,Pharmacy,159.87,154.64,209.18,21,2025-07-01,Case Rate,Commercial PPO,121.25,simulated_cms_style_fee_schedule,2025-07-01,3247.4399999999996,2546.25
PRV033,Provider Network 33,Physician Group,FL,FL Locality,70551,MRI brain without contrast,Imaging,359.42,316.57,592.0,24,2024-11-01,Percent of Medicare,Commercial HMO,246.58,simulated_cms_style_fee_schedule,2024-11-01,7597.68,5917.92
PRV058,Provider Network 58,Physician Group,MD,MD Locality,80053,Comprehensive metabolic panel,Lab,13.59,12.83,23.27,39,2025-11-01,Negotiated Commercial,Commercial HMO,13.79,simulated_cms_style_fee_schedule,2025-11-01,500.37,537.81
PRV051,Provider Network 51,Imaging Center,VA,VA Locality,93000,Electrocardiogram complete,Diagnostic,33.63,31.79,41.36,17,2025-10-01,Fee Schedule,Medicare Advantage,25.07,simulated_cms_style_fee_schedule,2025-10-01,540.43,426.19
PRV030,Provider Network 30,Ambulatory Surgery,NC,NC Locality,70551,MRI brain without contrast,Imaging,223.17,217.31,326.04,16,2024-09-01,Negotiated Commercial,Commercial HMO,227.36,simulated_cms_style_fee_schedule,2024-09-01,3476.96,3637.76
PRV040,Provider Network 40,Imaging Center,MD,MD Locality,99213,Office/outpatient established visit,Professional,93.04,89.13,179.56,104,2025-08-01,Fee Schedule,Commercial PPO,94.24,simulated_cms_style_fee_schedule,2025-08-01,9269.52,9800.96
PRV013,Provider Network 13,Imaging Center,PA,PA Locality,45378,Diagnostic colonoscopy,Outpatient,300.23,274.45,609.1,14,2024-05-01,Case Rate,Exchange,369.24,simulated_cms_style_fee_schedule,2024-05-01,3842.2999999999997,5169.360000000001
PRV049,Provider Network 49,Imaging Center,PA,PA Locality,93000,Electrocardiogram complete,Diagnostic,21.55,20.56,32.53,23,2024-03-01,Fee Schedule,Exchange,23.86,simulated_cms_style_fee_schedule,2024-03-01,472.88,548.78
PRV034,Provider Network 34,Ambulatory Surgery,PA,PA Locality,80053,Comprehensive metabolic panel,Lab,16.75,15.02,26.52,58,2025-01-01,Fee Schedule,Commercial PPO,13.83,simulated_cms_style_fee_schedule,2025-01-01,871.16,802.14
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,99214,Office/outpatient established visit high complexity,Professional,176.13,157.29,287.12,114,2025-03-01,Negotiated Commercial,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2025-03-01,17931.059999999998,15983.94
PRV046,Provider Network 46,Lab,NC,NC Locality,71046,Chest x-ray two views,Imaging,44.28,41.04,46.49,19,2025-03-01,Percent of Medicare,Commercial HMO,34.99,simulated_cms_style_fee_schedule,2025-03-01,779.76,664.8100000000001
PRV038,Provider Network 38,Lab,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,12.4,11.04,16.89,45,2025-08-01,Negotiated Commercial,Commercial HMO,15.37,simulated_cms_style_fee_schedule,2025-08-01,496.79999999999995,691.65
PRV005,Provider Network 05,Ambulatory Surgery,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,171.05,157.37,263.01,96,2024-10-01,Percent of Medicare,Exchange,140.21,simulated_cms_style_fee_schedule,2024-10-01,15107.52,13460.16
PRV018,Provider Network 18,Physician Group,VA,VA Locality,J3490,Unclassified drug,Pharmacy,130.53,124.83,278.84,15,2025-08-01,Fee Schedule,Medicare Advantage,112.06,simulated_cms_style_fee_schedule,2025-08-01,1872.45,1680.9
PRV011,Provider Network 11,Ambulatory Surgery,NC,NC Locality,45378,Diagnostic colonoscopy,Outpatient,427.73,413.55,708.43,13,2025-10-01,Percent of Medicare,Commercial HMO,396.82,simulated_cms_style_fee_schedule,2025-10-01,5376.150000000001,5158.66
PRV045,Provider Network 45,Physician Group,NC,NC Locality,80053,Comprehensive metabolic panel,Lab,14.3,12.69,27.37,46,2024-03-01,Negotiated Commercial,Commercial PPO,13.83,simulated_cms_style_fee_schedule,2024-03-01,583.74,636.18
PRV003,Provider Network 03,Imaging Center,PA,PA Locality,99213,Office/outpatient established visit,Professional,72.49,61.4,108.93,94,2024-11-01,Case Rate,Medicare Advantage,98.92,simulated_cms_style_fee_schedule,2024-11-01,5771.599999999999,9298.48
PRV013,Provider Network 13,Imaging Center,PA,PA Locality,J3490,Unclassified drug,Pharmacy,88.12,78.56,146.51,15,2024-06-01,Case Rate,Commercial HMO,117.66,simulated_cms_style_fee_schedule,2024-06-01,1178.4,1764.8999999999999
PRV036,Provider Network 36,Physician Group,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1429.32,1309.18,1872.32,14,2025-04-01,Fee Schedule,Medicare Advantage,1304.32,simulated_cms_style_fee_schedule,2025-04-01,18328.52,18260.48
PRV042,Provider Network 42,Imaging Center,VA,VA Locality,70551,MRI brain without contrast,Imaging,201.94,201.94,238.27,19,2024-10-01,Percent of Medicare,Commercial HMO,219.7,simulated_cms_style_fee_schedule,2024-10-01,3836.86,4174.3
PRV031,Provider Network 31,Ambulatory Surgery,PA,PA Locality,27447,Total knee arthroplasty,Surgery,1540.09,1388.09,1950.74,23,2024-07-01,Fee Schedule,Medicare Advantage,1238.61,simulated_cms_style_fee_schedule,2024-07-01,31926.07,28488.03
PRV052,Provider Network 52,Physician Group,NC,NC Locality,99213,Office/outpatient established visit,Professional,67.35,67.33,96.86,90,2024-07-01,Percent of Medicare,Exchange,94.24,simulated_cms_style_fee_schedule,2024-07-01,6059.7,8481.6
PRV056,Provider Network 56,Physician Group,NY,NY Locality,71046,Chest x-ray two views,Imaging,31.81,30.53,48.48,15,2024-09-01,Case Rate,Medicare Advantage,35.12,simulated_cms_style_fee_schedule,2024-09-01,457.95000000000005,526.8
PRV008,Provider Network 08,Imaging Center,PA,PA Locality,99214,Office/outpatient established visit high complexity,Professional,133.41,123.78,185.15,88,2024-03-01,Case Rate,Commercial PPO,140.21,simulated_cms_style_fee_schedule,2024-03-01,10892.64,12338.480000000001
PRV058,Provider Network 58,Physician Group,MD,MD Locality,27447,Total knee arthroplasty,Surgery,1314.89,1214.58,1380.64,18,2024-03-01,Fee Schedule,Medicare Advantage,1315.06,simulated_cms_style_fee_schedule,2024-03-01,21862.44,23671.079999999998
PRV037,Provider Network 37,Lab,VA,VA Locality,A0429,Ambulance basic life support,Emergency,226.28,221.12,387.31,18,2025-04-01,Fee Schedule,Commercial PPO,294.16,simulated_cms_style_fee_schedule,2025-04-01,3980.16,5294.88
PRV039,Provider Network 39,Hospital Outpatient,NY,NY Locality,70551,MRI brain without contrast,Imaging,209.99,190.55,277.75,19,2025-11-01,Fee Schedule,Medicare Advantage,227.36,simulated_cms_style_fee_schedule,2025-11-01,3620.4500000000003,4319.84
PRV006,Provider Network 06,Lab,VA,VA Locality,27447,Total knee arthroplasty,Surgery,1705.69,1705.69,2622.72,16,2025-01-01,Fee Schedule,Exchange,1238.61,simulated_cms_style_fee_schedule,2025-01-01,27291.04,19817.76
PRV038,Provider Network 38,Lab,NC,NC Locality,27447,Total knee arthroplasty,Surgery,1276.91,1218.17,1715.59,25,2025-11-01,Case Rate,Medicare Advantage,1324.33,simulated_cms_style_fee_schedule,2025-11-01,30454.25,33108.25
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,A0429,Ambulance basic life support,Emergency,402.87,369.87,716.15,20,2024-04-01,Case Rate,Commercial HMO,294.16,simulated_cms_style_fee_schedule,2024-04-01,7397.4,5883.200000000001
PRV035,Provider Network 35,Lab,FL,FL Locality,99213,Office/outpatient established visit,Professional,119.68,112.09,130.12,82,2025-12-01,Percent of Medicare,Medicare Advantage,97.52,simulated_cms_style_fee_schedule,2025-12-01,9191.380000000001,7996.639999999999
PRV006,Provider Network 06,Lab,VA,VA Locality,80053,Comprehensive metabolic panel,Lab,21.06,20.55,36.88,51,2025-03-01,Case Rate,Exchange,14.98,simulated_cms_style_fee_schedule,2025-03-01,1048.05,763.98
PRV032,Provider Network 32,Hospital Outpatient,NC,NC Locality,93000,Electrocardiogram complete,Diagnostic,33.4,33.4,47.07,20,2025-06-01,Fee Schedule,Medicare Advantage,23.68,simulated_cms_style_fee_schedule,2025-06-01,668.0,473.6
PRV057,Provider Network 57,Ambulatory Surgery,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,383.01,362.45,550.44,22,2024-02-01,Fee Schedule,Commercial HMO,369.24,simulated_cms_style_fee_schedule,2024-02-01,7973.9,8123.280000000001
PRV044,Provider Network 44,Hospital Outpatient,MD,MD Locality,71046,Chest x-ray two views,Imaging,52.48,47.85,80.22,10,2025-03-01,Negotiated Commercial,Commercial PPO,35.45,simulated_cms_style_fee_schedule,2025-03-01,478.5,354.5
PRV009,Provider Network 09,Hospital Outpatient,MD,MD Locality,45378,Diagnostic colonoscopy,Outpatient,469.99,442.12,705.05,20,2024-10-01,Percent of Medicare,Commercial HMO,417.19,simulated_cms_style_fee_schedule,2024-10-01,8842.4,8343.8
PRV058,Provider Network 58,Physician Group,MD,MD Locality,71046,Chest x-ray two views,Imaging,37.52,33.23,70.02,20,2025-10-01,Percent of Medicare,Exchange,35.12,simulated_cms_style_fee_schedule,2025-10-01,664.5999999999999,702.4
